,0
2499,"자시다,잡수다"
2500,이야기책
2501,이삿짐
2502,밤새다
2503,향하다
2504,"통보,알리다"
2505,"메뉴,차림표"
2506,"남쪽,남,따뜻하다,봄,포근하다"
2507,"작업복,노동복,일복"
2508,농아인의날
2509,농아인
2510,"대응,맞추다"
2511,"달하다,도달"
2512,합장
2513,한복
2514,"할아버지,조부"
2515,할렐루야
2516,"한반도,남북한"
2517,한라산
2518,한국장애인고용촉진공단
2519,한국수화
2520,"학생,학도"
2521,학교
2522,학과
2523,흑자
2524,"막다,막히다,먹다"
2525,중부
2526,"집안,가정,일가,가내"
2527,진급
2528,취사장
2529,헌신
2530,"행패,횡포"
2531,허리
2532,"갱,깡패,불량배"
2533,"가라앉히다,냉각,가라앉다"
2534,"계승자,계승인"
2535,"도시,도회,도회지"
2536,"도,제주,제주도"
2537,놀이터
2538,패다
2539,"팔,팔뚝"
2540,낮잠
2541,고조할아버지
2542,고조할머니
2543,과대
2544,"과,꾼,전공,똑바로"
2545,"작업장,일터"
2546,"일자리,일터,직장"
2547,직업교육
2548,"젊은이,청년"
2549,"우두머리,두목,수장"
2550,이력서
2551,외국어
2552,"팩스,팩시밀리"
2553,택배
2554,태극기
2555,"파면,해고"
2556,"파랑,청,청색,파랗다,푸르다"
2557,"푸대접,홀대"
2558,내력
2559,"그만,그만이다"
2560,"균형,대등,수평,평등,표준,평평하다"
2561,"귀여워하다,귀엽다"
2562,"당부,부탁,요청,청하다,요구"
2563,"아니다,않다"
2564,항복
2565,"복사,카피"
2566,"대회,회"
2567,들다
2568,"비유,보기"
2569,"접속,링크,연결"
2570,영상메시지
2571,"것,몫,소유"
2572,비가내리다
2573,"낙담,낙망,낙심,실망,절망,좌절"
2574,"알수없다,이해가안되다,아리송하다"
2575,"득하다,획득"
2576,달아오르다
2577,"지폐,현금,현찰"
2578,몰아치다
2579,"전승,소승"
2580,"피곤,피로"
2581,"건설,건축"
2582,잡담
2583,스칸디나비아반도
2584,지진
2585,"바캉스,피서,여름휴가"
2586,연
2587,아멘
2588,"시골,촌"
2589,아파트
2590,"계산대,카운터"
2591,미국
2592,"불,불타다,불길,불꽃,타다,활활,활활타다"
2593,인색
2594,"습득,줍다"
2595,며칠
2596,눈이내리다
2597,월드컵
2598,"얼떨결,얼결"
2599,"애매하다,가물거리다,가물대다,불분명하다,막연하다,묘연하다,아물거리다,흐리다,희미하다,모호,불확실,어렴풋이"
2600,"세면,세수,씻다,세안"
2601,질색
2602,"간추리다,집약,요약하다"
2603,가져오다
2604,휩쓸다
2605,받아라
2606,능하다
2607,제법
2608,지갑
2609,따돌리다
2610,"무섭다,겁,겁나다,두려워하다,두렵다"
2611,"예,끄덕이다"
2612,"토의,토론"
2613,마케도니아
2614,마카오
2615,하복
2616,계약금
2617,지배인
2618,"개그맨,개그우먼"
2619,캄보디아
2620,억
2621,"앰뷸런스,구급차"
2622,"나이,나잇살,살,연령,연세"
2623,"줄,대열,늘어서다,줄지어서다,행렬"
2624,소극적
2625,자막
2626,여관
2627,종합
2628,진동
2629,사우나
2630,"앞당기다,당기다,잡아당기다"
2631,지역공주
2632,"거두다,수확"
2633,바람을피우다
2634,부속
2635,총리
2636,"바보,천치"
2637,"바람,바람이불다,가을,불다"
2638,소름
2639,어울리다
2640,영국
2641,"지문자,지화"
2642,약하다
2643,오징어
2644,배드민턴
2645,"아메리카,미국,미합중국"
2646,"자랑,뽐내다"
2647,임씨
2648,배구
2649,"얼마,몇,개수"
2650,소풍
2651,"우울,울상,시무룩하다"
2652,"부하,수하"
2653,조건
2654,"총회,총회의"
2655,총재
2656,총장
2657,금요일
2658,"기억,암기,외다,외우다"
2659,라면
2660,띠
2661,까불다
2662,"구두쇠,수전노"
2663,크로아티아
2664,"화상,영화"
2665,아차
2666,요일
2667,"계약,맺다,예매,예약"
2668,"계산,수,셈,세다,헤아리다"
2669,"게양,달다"
2670,괴팍하다
2671,괴짜
2672,"가지다,갖다,지니다,취하다,소유하다,소지하다"
2673,닭
2674,"기,깃발"
2675,묘사
2676,공기의순환
2677,"덥다,더위"
2678,"뚱뚱하다,비대,살찌다"
2679,"뚱뚱이,뚱뚱보,뚱보,뚱땡이"
2680,"물건,상품"
2681,"물가,가격"
2682,"많다,흔하다"
2683,알바니아
2684,강원도
2685,"수병,해병"
2686,"세면장,세면실"
2687,통합교육
2688,수학
2689,"노인,늙은이,늙으신네"
2690,"동갑,동년,동년배"
2691,혈액의순환
2692,"합치다,집합,합,모으다,모이다,합하다"
2693,"소화기,소방"
2694,"기구,조직,짜임,천,헝겊,짜다"
2695,수익
2696,"햇수,연수"
2697,강당
2698,미성년자
2699,극장
2700,"거리,길거리,통행"
2701,거두다
2702,"개울,시내,산천"
2703,"타월,수건"
2704,무어냐
2705,"장악,점령,점유,침략,함락"
2706,"소유자,소유주"
2707,"걸레,행주"
2708,"공사장,공사판"
2709,건설교통부
2710,미숙하다
2711,산수
2712,피서지
2713,연장자
2714,약자
2715,총사령관
2716,"내몰다,몰다"
2717,복사기
2718,"소방수,소방원"
2719,보자기
2720,계약서
2721,"휘어잡다,지배"
2722,수거
2723,건축가
2724,노약자
2725,"강연,연설"
2726,하와이
2727,해병
2728,행인
2729,"경과,흐르다"
2730,디지털
2731,"녹화,녹음,녹취"
2732,통합
2733,평면도
2734,기겁
2735,고양
2736,"그리워하다,동경,사모,그리다,그립다"
2737,터미널
2738,이스라엘
2739,관람
2740,"경과,경위"
2741,"그리기,미술,회화,그리다,그림"
2742,"좁다,옹졸하다,치사하다,옹하다"
2743,"부진,퇴보,퇴화,하강,하락,후퇴"
2744,완전하다
2745,구간
2746,후회
2747,마늘
2748,"언덕,구릉"
2749,매장
2750,첫돌
2751,"꾸다,변통,차용,빌리다"
2752,"복귀,환원,되돌리다,그대로"
2753,"내용,경과,내역,사항"
2754,"조물주,신"
2755,"따로,분리하다"
2756,"산소,뫼,묘,묘소,무덤"
2757,방글라데시
2758,"발생,생성,나다,나오다,돋다,생기다,솟다,트다"
2759,"묵직하다,무겁다"
2760,"만족,여유,자신,충족,넉넉하다,늠름하다,당당하다,떳떳하다,충분하다,푸짐하다,풍부하다,듬뿍,실컷"
2761,"도착,당도,닿다,이르다,도달"
2762,회장
2763,"부장,대장"
2764,"색칠,칠,도색"
2765,"자부심,자부"
2766,정정당당하다
2767,성경
2768,분위기
2769,"부두,항구,항"
2770,조
2771,"소용없다,쓸데없다,쓸모없다,필요없다"
2772,무례
2773,실습
2774,전복
2775,"유방,젖,가슴"
2776,"유대인,유태인,이스라엘인"
2777,"배,선박,선척"
2778,"최고,달성,이루다,이룩하다"
2779,모로코
2780,고속버스
2781,"모두,온통,전부,전체,제반,모든,온,다,모조리,몽땅,죄다"
2782,"겸손,겸허"
2783,"간섭,참견,파헤치다,헤치다"
2784,"친구,동무,벗,우인"
2785,식빵
2786,악어
2787,승용차
2788,"계단,층계"
2789,"경치,관람,구경,풍경"
2790,"단체,그룹,모임,부,부분,부서,서클,회,팀,동아리,무리"
2791,"구걸,동냥"
2792,"돌려주다,반납,반려,반환,상환"
2793,돌
2794,"빼다,깎다,덜다,제하다,배제,감면,빼기,제외,공제,생략,경감"
2795,"비누,세제"
2796,무역
2797,"대구,대구시"
2798,"다이아몬드,금강석,다이아"
2799,"목수,목공"
2800,목공
2801,만인
2802,오리
2803,"지루하다,따분하다"
2804,"과일,과실"
2805,"사형,극형"
2806,"묘지,무덤"
2807,"무게,중량"
2808,럭비
2809,"서예,붓글씨,붓글"
2810,"비법,비결"
2811,비밀
2812,낙타
2813,골키퍼
2814,"감싸다,둘러싸다,에워싸다"
2815,"환불,환급"
2816,금강산
2817,부처
2818,관광
2819,권씨
2820,"권리,권한"
2821,불필요
2822,보호자
2823,"석두,돌머리"
2824,"내몰다,배척,추방,내쫓다,쫓아내다"
2825,"거치다,방해,지장"
2826,"뱃사람,선원"
2827,돌잔치
2828,"거스름돈,잔액,잔금,잔돈"
2829,살아남다
2830,"대출금,대부금"
2831,"권세,권력,세력"
2832,단지
2833,"강냉이,옥수수"
2834,"관중,관객,구경꾼"
2835,잔업
2836,"하나님,하느님"
2837,함경북도
2838,함경남도
2839,침몰
2840,"화가,화백"
2841,"헌혈,공혈"
2842,화투
2843,"갱생,회복,소생,재생,회생"
2844,"피고소인,피고"
2845,트럭
2846,자신감
2847,설거지
2848,이집트
2849,성직자
2850,성품
2851,성인
2852,걷히다
2853,"관대하다,너그럽다"
2854,스웨덴
2855,녹차
2856,"교만,거만,오만,건방지다,잘난척하다"
2857,"성스럽다,거룩하다"
2858,"보이다,현상을보다"
2859,집어넣다
2860,취하다
2861,방송
2862,성도
2863,네덜란드
2864,"기름,숙달,원활,능숙하다,매끄럽다,미끄럽다,순조롭다,자주,빈번히,낯익다"
2865,아무나
2866,설거지
2867,뻔뻔하다
2868,배다
2869,"내밀다,무소뿔,내세우다"
2870,시치미를떼다
2871,감히
2872,대들다
2873,"귀감,모범,본받다"
2874,떠나갔다
2875,"데려가다,안내,인도,인솔,데리다,이끌다"
2876,목격
2877,"부드럽다,스펀지,말랑하다,무르다,물렁하다,보드랍다,유연하다,물렁물렁,말랑거리다,말랑대다"
2878,"행복,복"
2879,뻐기다
2880,"젖다,적시다,물들다,스미다,스며들다,묻다"
2881,"빈틈없다,완벽"
2882,"젖,유방,우유"
2883,축복
2884,"과제,숙제"
2885,"고프다,시장,굶다,배고프다"
2886,손수건
2887,성직
2888,수렴
2889,복지카드
2890,방송국
2891,복권
2892,위
2893,양보
2894,봉투
2895,"복지,복리"
2896,미끄러지다
2897,"쌀이떨어지다,쌀이바닥나다"
2898,"철면피,후안,파렴치,몰염치"
2899,이스라엘
2900,신의주
2901,코를풀다
2902,매미
2903,"맡기다,임명"
2904,비디오
2905,데려오다
2906,"무식,무지"
2907,갈망
2908,"꺼지다,소등"
2909,"물들다,젖다,적시다,스미다,스며들다,묻다"
2910,구청
2911,불행
2912,"리더,지도자"
2913,지리산
2914,"용해,녹다"
2915,말리다
2916,루마니아
2917,"도맡다,쓰다"
2918,취소권
2919,복지시설
2920,행운아
2921,"곱빼기,배가"
2922,취객
2923,성배
2924,성결
2925,보건소
2926,기초생활보호대상자
2927,야만인
2928,복지재단
2929,"사회자,사회"
2930,"중지,끄다,멈추다,그만,마르다,정지"
2931,안내소
2932,휴지
2933,대인
2934,모범생
2935,하모니카
2936,행운
2937,"매혹,매력"
2938,떠맡다
2939,"이메일,메일,전자메일,전자우편"
2940,뿌리치다
2941,짐바브웨
2942,재료
2943,누룽지
2944,광부
2945,"단계,절차,차례"
2946,한식
2947,반대쪽
2948,"대비,예비"
2949,키가크다
2950,학수고대
2951,거인
2952,발레
2953,키다리
2954,복숭아
2955,신라
2956,에스컬레이터
2957,"자라다,발육,성숙,성장,장성"
2958,분리
2959,"반대,반하다,반"
2960,"성인,어른,어르신"
2961,"아까,전,전에,이전"
2962,심다
2963,"단련,수련,수행,연단"
2964,"경주,경주시"
2965,"경상북도,경북"
2966,"경상남도,경남"
2967,"문화,문"
2968,"기다리다,대기,이따가"
2969,미리
2970,"키,신장,몸높이,체고"
2971,광산
2972,신체의등
2973,"떠나다,송별,이별,작별,헤어지다"
2974,널다
2975,"보내다,파견"
2976,"갈등,마찰,거북하다,껄끄럽다,낯설다"
2977,선거
2978,된장
2979,불국사
2980,"누구,누가,뉘"
2981,"비용,경비,비,용돈"
2982,송별연
2983,거북
2984,하인
2985,유권자
2986,예언자
2987,멀리하다
2988,"노비,노예,심부름"
2989,문화체육관광부
2990,국가유산
2991,된장찌개
2992,"더미,무궁무진,무진장,산더미"
2993,"필요,소용"
2994,"종,급사,사환"
2995,가중
2996,경상도
2997,중고품
2998,파나마
2999,"열아홉,십구"
3000,"관용어,숙어"
3001,채팅
3002,인터넷
3003,온라인
3004,"간혹,가끔,때때로,이따금,종종,간간이,드문드문,종종히,혹"
3005,약
3006,대머리
3007,"습관,버릇"
3008,"처음,시작,우선,초"
3009,"당연하다,물론"
3010,"귀신,마귀,사탄,악마,유령"
3011,"약사,약제사"
3012,"약국,약방"
3013,예수님
3014,모기
3015,무뚝뚝하다
3016,끈적끈적
3017,"나체,알몸,맨몸,전라"
3018,꿀
3019,귀신같이사라지다
3020,무미건조
3021,"첫날,초일"
3022,어림없다
3023,화요일
3024,"누락,빠지다"
3025,"마음이좁다,옹졸하다,옹하다"
3026,"장애,병신,제대로안되다"
3027,"귀걸이,귀고리"
3028,"화장실,변소"
3029,"중앙,센터"
3030,태국
3031,일시불
3032,"외아들,독자"
3033,통신
3034,단번에
3035,중얼거리다
3036,심심하다
3037,"가만있다,멈추다,멎다"
3038,"당기다,활,쏘다"
3039,"만,뿐,다만,단지,오로지,오직,한낱"
3040,마다
3041,칠레
3042,"개별,각,각각,각기,개개,낱낱이,제각기,각자"
3043,쌀
3044,설악산
3045,"불가능,불능"
3046,"분홍,분홍색,핑크,핑크색"
3047,발전
3048,뜻밖에
3049,관절
3050,"세금,조세"
3051,"전기,전자"
3052,라디오
3053,전파
3054,안되다
3055,척추
3056,막걸리
3057,뼈
3058,"무선,전기,전자"
3059,"분홍,분홍색,핑크,핑크색"
3060,"돌연,홀연"
3061,쌀밥
3062,활을쏘는사수
3063,낙지
3064,"세리,세관"
3065,궁금하다
3066,중앙청
3067,"호주,오스트레일리아"
3068,감수
3069,노리다
3070,"전기공,전공"
3071,"마리아,성모마리아"
3072,네덜란드
3073,ㅖ
3074,제비
3075,"매음녀,매춘부,창녀"
3076,ㅒ
3077,예
3078,양장
3079,ㅢ
3080,ㅟ
3081,ㅚ
3082,ㅔ
3083,"구실,명목,핑계"
3084,"교활,여우"
3085,카자흐스탄
3086,ㅐ
3087,볼링
3088,볼리비아
3089,스타킹
3090,기린
3091,"위성,인공위성"
3092,이모부
3093,"간사하다,속이다"
3094,편취죄
3095,"복잡하다,만원,혼잡,붐비다"
3096,몽골
3097,가져가다
3098,경건하다
3099,우울증
3100,감금
3101,넘어오다
3102,울분
3103,성병
3104,아르헨티나
3105,"닮다,모사,베끼다,본뜨다,모방하다"
3106,화가치밀어오르다
3107,"반갑다,반기다,재미,흥,흥취,희열,즐겁다,즐기다"
3108,무치다
3109,"훈련병,훈병"
3110,"이용,활용"
3111,국방
3112,국립
3113,국군
3114,소라
3115,설사
3116,되풀이
3117,"고난,고생,고초,고통"
3118,"격파,깨어지다"
3119,누르다
3120,"끓다,끓이다,데우다,때다,삶다"
3121,"기체,가스체"
3122,"국제,세계,세상"
3123,바른정신이아니다
3124,긁어모으다
3125,"무겁다,부담,부담감,짐"
3126,"신기하다,교묘하다,묘하다,오묘하다,이상"
3127,풀려나다
3128,피아노
3129,헌법재판소
3130,내려놓다
3131,옥탑
3132,"세계인,인류"
3133,"탄압,압박,억압"
3134,"공간이차다,가득차다,메우다"
3135,"어린이,새끼,아이,어린아이,소아"
3136,축제
3137,참고
3138,착취
3139,"갇히다,구류,하지못하게하다,지배"
3140,"가면,탈"
3141,"분열,갈라지다"
3142,부반장
3143,보람
3144,보호
3145,피아니스트
3146,관
3147,관
3148,송아지
3149,소득
3150,"복잡하다,산만하다"
3151,"복사,카피"
3152,어린이날
3153,"전쟁,전투"
3154,카지노
3155,"압수,박탈,추징,낚아채다,빼앗다,잡아채다,파리"
3156,"반장,급장"
3157,"세상,세계"
3158,심장
3159,동물사자
3160,과일배
3161,"연습,훈련"
3162,소화
3163,"오락,레크리에이션"
3164,살찌다
3165,"부피,양,용적,체적"
3166,"위험,험하다,위기"
3167,"국민,백성"
3168,가로채다
3169,맵다
3170,애국가
3171,"기피,대피,피신,회피,피하다"
3172,"가렵다,긁다"
3173,"기계,장치"
3174,"문란,교란,짬뽕,혼합,섞다,소동"
3175,구기다
3176,베드로
3177,"망설이다,주저,머무적거리다,머뭇거리다,서슴다"
3178,선풍기
3179,빼앗기다
3180,마비
3181,버섯
3182,공격
3183,"의병,의용군,의군"
3184,수축
3185,"서류,문서"
3186,수박
3187,"편찮다,아프다"
3188,"색깔,빛깔,색,색상,색채,컬러"
3189,서랍
3190,성희롱
3191,성폭력
3192,호랑나비
3193,번민
3194,"위선자,위선쟁이"
3195,"청,지다"
3196,"걱정,근심,상심,시름,염려,우수,괴롭다"
3197,낙태
3198,국유
3199,굽다
3200,"곳,위치,장소,터"
3201,"거세다,맹렬하다,진하다,힘차다"
3202,감자
3203,머리를감다
3204,"꿈,포부,꿈꾸다"
3205,"꾸짖다,나무라다,야단치다,가책,구박,꾸중,꾸지람,책망,핍박,힐책"
3206,국회의사당
3207,국회
3208,곤란
3209,"타자수,타이피스트"
3210,"타자,타이핑"
3211,흐리다
3212,"귀찮다,불편,성가시다"
3213,관직관리
3214,건청인
3215,"긁어먹다,등치다"
3216,"성,음란"
3217,애국자
3218,"반역자,역적"
3219,사신
3220,"별세,타계"
3221,"개천절,개천일"
3222,부아
3223,"옮다,옮기다"
3224,"몰려가다,몰려들다,쇄도"
3225,맏며느리
3226,"훈련,연습"
3227,"묶다,매듭"
3228,"담당자,책임자"
3229,국보
3230,국가
3231,"전쟁터,전장"
3232,"꽃집,꽃가게,화방,화원"
3233,"감당,사명,책임,담당,소임,역임,맡다,책임지다"
3234,한자
3235,"횡령,착복"
3236,혁명
3237,"호랑이,범"
3238,건청
3239,횡령죄
3240,경색
3241,"동결,얼다"
3242,도입
3243,각료
3244,"방관,방임,내버리다,방치"
3245,괴롭히다
3246,"정치인,정치가"
3247,털
3248,"군집,떼,무리"
3249,"국가시험,국가고시"
3250,"국,국가,나라"
3251,아르헨티나
3252,"크리스마스,성탄,성탄절"
3253,컴퓨터
3254,"아니꼽다,역겹다"
3255,"상여금,보너스"
3256,"다정,우정,우애,우의,친목,가까이하다,가깝다,단란하다,의좋다,정답다,친하다,친교"
3257,"알,계란,달걀"
3258,"잔,컵"
3259,"턱,한턱"
3260,통일
3261,콩고
3262,콜롬비아
3263,코스타리카
3264,카메룬
3265,불가리아
3266,친지
3267,성당
3268,십자가
3269,"엄숙하다,위엄"
3270,간절
3271,"참선,선정"
3272,교황
3273,"멀미,메스껍다"
3274,마시다
3275,"천주교,가톨릭"
3276,아르바이트
3277,센티미터
3278,노트북컴퓨터
3279,"넥타이,타이"
3280,보수교육
3281,감동
3282,"넘어오다,치밀다"
3283,영어지문자시
3284,"깨물다,물다"
3285,"고백성사,고해,고해성사"
3286,한꺼번에
3287,권위자
3288,권위
3289,기와
3290,"단위,제한,한계,한도,한정"
3291,감격
3292,빗다
3293,미달
3294,"아흔,구십"
3295,생강
3296,"씨,씨앗,종자"
3297,"복직,복임"
3298,할까봐
3299,놓아주다
3300,씩씩하다
3301,"종류,계통,종"
3302,의장
3303,"무사,무고"
3304,"망하다,도산,파산,망치다"
3305,이탈리아
3306,아프리카
3307,동사
3308,"던지다,투수"
3309,"북어,명태,건태"
3310,썩잘하다
3311,납품
3312,"짓다,공작,작성,제작,제조,만들다,가공"
3313,"복종,순응,순종"
3314,"서운하다,섭섭하다,안타깝다,애석,애타다"
3315,"자유,임의,마구,마음껏,마음대로,멋대로,제멋대로,함부로"
3316,우산
3317,작가
3318,"열매,결실을맺다"
3319,"배달,배송"
3320,"영향,끼치다,파급"
3321,쌓다
3322,"시위,데모"
3323,"승낙,수락,승인,허가,허락,허용"
3324,"퍼지다,만연,분산,유포,해산,해체,번지다,옮다,흩어지다"
3325,팔레스타인
3326,"낡다,부패,묵다,썩다,헌"
3327,은행
3328,"수의사,수의"
3329,경매
3330,"기운,힘"
3331,"골머리를앓다,골치가아프다"
3332,"거행,하다"
3333,"동요,흔들다"
3334,"마이크,마이크로폰"
3335,뻔하다
3336,마라톤
3337,"안녕,안부"
3338,아이고
3339,우즈베키스탄
3340,예산
3341,설명
3342,명동
3343,"마지못하다,무릅쓰다,불구하다"
3344,음식의장
3345,학수고대
3346,"추위,냉각,북,한랭,차다,춥다"
3347,취미
3348,짜다
3349,맛없다
3350,조작
3351,"익다,여물다,열매"
3352,의리
3353,"결정,정하다"
3354,"개월,몇개월"
3355,개구리
3356,"감염,전염,옮다,걸리다"
3357,"싸우다,격투,싸움,투쟁"
3358,"성격,성,성미,성질,질"
3359,원망
3360,보살
3361,"보따리,짐,자루"
3362,"좋다,선"
3363,"성적,염소,점수,포인트"
3364,운동장
3365,운동선수
3366,"운동,스포츠,체육"
3367,쇠망
3368,"헬스클럽,건강센터,헬스장,피트니스클럽,피트니스센터"
3369,인터뷰
3370,"갑자기,냅다,별안간,갑작스럽다,갑작스레"
3371,맥없다
3372,체육관
3373,"타이완,대만"
3374,검도
3375,"파산자,파산채무자"
3376,"건강,기력,강건하다,튼튼하다"
3377,"군인,군사,병사,병정,장병"
3378,썰매
3379,역도
3380,포복절도
3381,복구
3382,오토바이
3383,사육사
3384,"운전,핸들"
3385,북아메리카
3386,아나운서
3387,"자전거,사이클"
3388,"의지,기대다"
3389,"우연,공교롭다"
3390,부활
3391,"고장,꺾다,부러지다"
3392,"가마니,가마"
3393,당황
3394,기둥
3395,당구
3396,양파
3397,용서
3398,아이스크림
3399,스코틀랜드
3400,윷
3401,코끼리
3402,동물원
3403,"동물,짐승"
3404,고구마
3405,동시
3406,남아프리카공화국
3407,망치
3408,"망각,잊다,잊어버리다"
3409,생존
3410,뿌리다
3411,"맛있다,맛나다,맛"
3412,냉장고
3413,냉면
3414,"대만,타이완"
3415,"가방,들다"
3416,"머무르다,존재,체류,계시다,묵다"
3417,불허
3418,농구
3419,"버리다,폐기,폐하다"
3420,"목장,목축장"
3421,"수고,노고,품"
3422,만점
3423,솥
3424,"신,신발"
3425,"운전사,운전기사,운전수"
3426,"벌써,삽시간,어느덧,어느새,어언간,이미"
3427,몰염치
3428,수출
3429,번개
3430,새벽
3431,"비좁다,배좁다"
3432,비빔밥
3433,할복
3434,호인
3435,구타
3436,"집행,활동,활약"
3437,"수,운,운명,운수,점,천명"
3438,해설자
3439,"광,창고"
3440,작위
3441,군사령관
3442,곳간
3443,골프
3444,"테니스,정구"
3445,"물건을인도,인도받다"
3446,"군,군대"
3447,고환
3448,"체전,운동회"
3449,체류자
3450,이끌리다
3451,"북녘,북쪽,북,북방,북측"
3452,"삯,품삯,수고비,수수료"
3453,하자
3454,함장
3455,"달리기,달리다,뛰다"
3456,"권투,복싱"
3457,다단계
3458,테니스를치다
3459,엔진
3460,"영결식,발인"
3461,부대
3462,"운동복,체육복"
3463,사령관
3464,"사냥꾼,수렵꾼"
3465,씩씩하다
3466,북도
3467,"위반,위배"
3468,예산안
3469,"공,공로"
3470,"에어컨,냉방"
3471,"반발,반항,불복,불순종,저항,어기다"
3472,택배배달원
3473,고정
3474,"군용기,군용비행기"
3475,군사재판
3476,군복
3477,광장
3478,강자
3479,합당하다
3480,"합격,당첨,붙다"
3481,"학급,학반"
3482,해방
3483,지리멸렬
3484,호텔
3485,"행동,거동,동작,짓,품행,행실,행위,움직이다,행하다"
3486,활동보조인
3487,"가지고다니다,휴대"
3488,"계기,동기,말미암다,자"
3489,폭행
3490,판사
3491,힘없다
3492,통장
3493,"평균,평균값,평균치"
3494,제작소
3495,"전염병,돌림병"
3496,운동화
3497,이병
3498,태권도
3499,풍선
3500,바지를입다
3501,"씻다,닦다"
3502,당하다
3503,"억지,강제,형벌,징계,꼬집다,벌,징벌"
3504,"수면,숙박,잠,기숙사,자다"
3505,리
3506,"웃다,웃음"
3507,"답답하다,갑갑하다"
3508,다리다
3509,"갈고닦다,연마,단련"
3510,"신중,경계,조심,주의,준수,지키다"
3511,"복장,입다"
3512,"미장공,미장이,미장쟁이"
3513,"무리,억지로,제재"
3514,첼로
3515,"배우,연기자"
3516,바이올린
3517,조개
3518,"춤,무용,연극,추다,춤추다"
3519,고릴라
3520,"가구,장"
3521,"꽃,꽃이피다"
3522,"덕수궁,경운궁,명례궁"
3523,"빨래,빨다,세탁"
3524,"기숙사,생활관"
3525,미장
3526,줄넘기
3527,벌금
3528,"번호,번,숫자"
3529,수류탄
3530,비자
3531,"유별나다,독특,유별스럽다"
3532,곰
3533,과징금
3534,"그릇,사발"
3535,난동
3536,사면
3537,숙소
3538,"과자,쿠키"
3539,"게으름뱅이,게으름쟁이"
3540,"게으름,게으르다,게으름을피우다,나태,태만"
3541,억류
3542,벗다
3543,빨래터
3544,"무용수,무용가"
3545,계급
3546,"걷어붙이다,적극"
3547,"난항,어려워하다,어렵다"
3548,맛이짜다
3549,"여자,여성,여"
3550,"가느다랗다,가냘프다,가늘다"
3551,"여성,부녀,부녀자,여인,여자,계집"
3552,"하자,불량"
3553,"불량,결함"
3554,"장모,장모님"
3555,처남
3556,"디자인,도안,설계"
3557,누이
3558,"여성단체,부녀회"
3559,"바다,해양"
3560,ㅣ
3561,대모
3562,꼴찌
3563,"미녀,미인"
3564,"막내딸,막내"
3565,"마누라,미시즈,배우자,부인,아내,처"
3566,"연인,애인"
3567,해수욕
3568,"괜찮다,무방하다"
3569,자매
3570,차녀
3571,사위
3572,여성가족부
3573,"여동생,누이,누이동생"
3574,언니
3575,"장인,장인어른"
3576,처형
3577,"시집가다,출가"
3578,아이디어
3579,처가
3580,계모
3581,"딸,여식"
3582,"맏딸,장녀,큰딸"
3583,"외동딸,무남독녀,외딸"
3584,"누나,누님"
3585,위약
3586,여성부
3587,애처가
3588,"매형,매부"
3589,"하이힐,힐"
3590,해군
3591,매제
3592,"홀아비,홀아버지"
3593,형부
3594,해수욕장
3595,레즈비언
3596,"디자이너,도안자,설계사"
3597,"꼭,약속,야,필수,필시"
3598,어기다
3599,"곤충,벌레"
3600,동맹
3601,"훌륭하다,장하다,우수하다"
3602,"존댓말,존대어"
3603,인성
3604,"인도,섬부주"
3605,"선수를치다,손쓰다,할까봐"
3606,"귀국,착륙,내려앉다"
3607,"자결,자살,자해"
3608,"손가방,핸드백"
3609,와이셔츠
3610,"우수,훌륭하다"
3611,충성
3612,"마약,아편,중독,탐닉"
3613,알제리
3614,장하다
3615,"충청북도,충북"
3616,"잠꾸러기,잠보"
3617,상장
3618,사회
3619,있다
3620,유교
3621,독일
3622,인터뷰
3623,열매밤
3624,역사
3625,소매치기
3626,"사람,인간,분,이,자,민"
3627,상
3628,"충청남도,충남"
3629,"고아원,보육원"
3630,고아
3631,"전화,전화기"
3632,"이륙,출국"
3633,친척
3634,주전자
3635,데이트
3636,구인
3637,공군
3638,"독일어,독어"
3639,"도의,예의,에티켓"
3640,"비행기,항공,항공기"
3641,맞선
3642,항공사
3643,"공항,비행장"
3644,곡괭이
3645,날치기
3646,팔도
3647,"분,사람"
3648,쿨쿨
3649,따르다
3650,소재
3651,인부
3652,영웅
3653,"인품,인격"
3654,저명인사
3655,전화번호
3656,충신
3657,"조종사,비행사"
3658,유적지
